COD_TIPO,COD_BE,ORD_TIPO,NOMBRE50,NOMBRE105,OBSERVACIONES,CODIGOCIF,SIGLAVIA,NOMBREVIA,NUMEROVIA,RESTODOM,CODPOSTAL,POBLACION,PROVINCIA,CODPAIS,SERVTASA,TELEFONO,PENDBAJA,NUMFAX,DIRINTERNET,FCHBAJA,MOTBAJA,CODENTSUC,FECHACTUALIZA,FECHAALTA,CODAUT,CODPROV,NOMCOMERCIAL,INDICATIVONC,NOMENTMATRIZ,DIRENTMATRIZ,LOCENTMATRIZ,CPENTMATRIZ,TELENTMATRIZ,FAXENTMATRIZ,INTERNETENTMATRIZ,COD_AUTONOMIA,NOMBRE105_ENT_SUC,NOMBRE35,ANAGRAMA,CODPAISMATRIZ,DESC_VARIACION,SALVAGUARDA,EXCLUSIVIDAD,CORTE_REGISTRAL,CODIGO_LEI,COD_BE_PREVIO,AGRUPACIONGEO,BIC
SECC,1521,140000,"BINCKBANK NV, S.E.","BINCKBANK NV, SUCURSAL EN ESPAÑA",,W0034369I,CR,DE CADIZ KM. 179,,UR. LA CAROLINA. EDIFICIO ARIES. LOCAL N,29602,MARBELLA,MALAGA,ES,,0952924011,,0952924398,,,,0000,29/01/2018,23/05/2008,,29,,N,BINCKBANK NV,"VIJZELSTRAAT, 20",1017 HK AMSTERDAM,,,,,01,,"BINCKBANK NV, S.E.",BINCKBANK,NL,CAMBIO DE DOMICILIO,,,D,,0000,,
SECC,1523,140000,"MERCEDES-BENZ BANK AG, SUCURSAL EN ESPAÑA","MERCEDES-BENZ BANK AG, SUCURSAL EN  ESPAÑA",,W0045551I,AV,DE BRUSELAS,30,,28108,ALCOBENDAS,MADRID,ES,,0914846000,,0914846001,,,,0000,01/01/2009,19/03/2008,,28,,N,MERCEDES-BENZ BANK AG,SIEMENSSTR. 7,70469 STUTTGART,,071125740,071125748005,WWW.DAILERCHRYSLER-BANK.COM,12,,"MERCEDES-BENZ BANK AG, S.E.",MERCEDES-BENZ B,DE,,,,W,,0000,,
SECC,1524,140000,"UNIONE DI BANCHE ITALIANE, S.P.A., S.E.","UNIONE DI BANCHE ITALIANE, S.P.A., SUCURSAL EN ESPAÑA",,W0056713A,PS,CASTELLANA,259,TORRE ESPACIO PL. 45,28046,MADRID,,ES,,0913344061,,,,,,0000,03/04/2017,01/04/2017,,28,,N,"UNIONE DI BANCHE ITALIANE, S.P.A.","8, PIAZZA VITTORIO VENETO",BERGAMO,24122,,,,12,,"UNIONE DI BANCHE ITALIANE,SPA, S.E.",UNIONE DI BANCH,IT,ALTA,,,A,,0000,,UBIBESMMXXX
SECC,1525,140000,"BANQUE CHAABI DU MAROC, S.E.","BANQUE CHAABI DU MAROC, SUCURSAL EN ESPAÑA",,W0015442G,AV,DEL DOCTOR ARCE,35,,28002,MADRID,,ES,,0915630648,,0915630220,WWW.CHAABIBANK.ES,,,0000,10/04/2015,06/06/2008,,28,,N,BANQUE CHAABI DU MAROC,49 AVENUE KLEBER 75016,PARIS,,,,,12,,"BANQUE CHAABI DU MAROC, S.E.",BANQUE CHAABI,FR,,,,,,0000,,BCDMESM1XXX
SECC,1531,140000,"CREDIT SUISSE INTERNATIONAL,S.E.","CREDIT SUISSE INTERNATIONAL, SUCURSAL EN ESPAÑA",,W8260387I,CL,AYALA,42,PL. 3B,28001,MADRID,,ES,,0917915907,,0917916009,,,,0000,28/05/2009,28/05/2009,,28,,N,CREDIT SUISSE INTERNATIONAL,ONE CABOT SQUARE,LONDRES E144QJ,,,,,12,,"CREDIT SUISSE INTERNATIONAL,S.E.",CREDIT SUISSE I,GB,ALTA,,,A,,0000,,
SECC,1532,140000,"BNP PARIBAS FACTOR, S.A. S.E.","BNP PARIBAS FACTOR, S.A. SUCURSAL EN ESPAÑA",,W0016167I,CL,EMILIO VARGAS,4,,28043,MADRID,,ES,,0917670679,,0913888092,,,,0000,03/05/2017,24/06/2009,,28,,N,"BNP PARIBAS FACTOR, S.A.",LE METROPOLE                                                     46-52 RUE ARAGO,92823 PUTEAUX CEDEX,,,,,12,,"BNP PARIBAS FACTOR, S.A. S.E.",BNP PARIBAS FAC,FR,CAMBIO DE DOMICILIO,,,D,,0000,,
SECC,1533,140000,"BMW BANK GMBH, SUCURSAL EN ESPAÑA","BMW BANK GMBH, SUCURSAL EN ESPAÑA",,W0047044C,AV,DE BURGOS,118,,28050,MADRID,,ES,,0913350700,,0913350706,,,,0000,03/11/2009,03/11/2009,,28,,N,BMW BANK GMBH,"HEIDEMANNSTR, 164",D-80939 MUNICH,,08931844599,08931844711,,12,,"BMW BANK GMBH,S.E.",BMW BANK,DE,ALTA,,,A,,0000,,
SECC,1534,140000,"KBL EUROPEAN PRIVATE BANKERS, S.A. S.E.","KBL EUROPEAN PRIVATE BANKERS, S.A., SUCURSAL EN ESPAÑA",,W0182154E,CL,SERRANO,57,,28006,MADRID,,ES,,0914232200,,0914232270,,,,0000,18/09/2017,30/11/2009,,28,,N,"KBL EUROPEAN PRIVATE BANKERS, S.A.,",43 BOULEVARD ROYAL,L-2955 LUXEMBURGO,,+35247972320,+352479773900,,12,,"KBL EUROPEAN PRIV. BANK.,S.A,S.E.",KBL BANKERS,LU,,,,,,0000,,KBLXESMMXXX
SECC,1535,140000,"AKF BANK GMBH & CO KG, S.E.","AKF BANK GMBH & CO KG, SUCURSAL EN  ESPAÑA",,W0047018G,AV,DE EUROPA,"12, 3 C",PQ.EMPR.LA MORALEJA,28108,ALCOBENDAS,MADRID,ES,,0916572296,,0914904493,WWW.AKF.ESPANA.ES,,,0000,21/01/2010,21/01/2010,,28,,N,AKF BANK GMBH & CO KG,100307 FRIEDRICHSTR. 51,WUPPERTAL,,,,,12,,"AKF BANK GMBH & CO KG, S.E.",AKF,DE,ALTA,,,A,,0000,,AKFBDE31XXX
SECC,1536,140000,OREY FINANCIAL-INSTITUIÇAO FINANC. CTO. S.A. S.E.,"OREY FINANCIAL-INSTITUIÇAO FINANCEIRA DE CREDITO, S.A. SUCURSAL EN ESPAÑA",,W0104784D,CL,SUERO DE QUIÑONES,38,2 - I,28002,MADRID,,ES,,0911269055,,0913896493,WWW.OREYITRADE.ES,,,0000,06/09/2018,03/05/2010,,28,,N,"OREY FINANCIAL-INSTITUIÇAO         FINANCEIRA DE CREDITO, S.A.","RUA MARIA LUISA HOLSTEIN, Nç 20",1300-388 LISBOA,,1213407000,1213407010,WWW.OREY.COM,12,,"OREY FINANCIAL- IFIC, S.E.",OREY FINANCIAL,PT,CAMBIO DE DOMICILIO,,,D,,0000,,
SECC,1538,140000,"INDUSTRIAL & COMMERCIAL BANK OF CHINA(EUROPE)SA,SE","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (EUROPE) S.A., SUCURSAL EN ESPAÑA",,W0182368A,PS,DE RECOLETOS,12,,28001,MADRID,,ES,,0912168888,,0912168866,WWW.ICBC.COM.ES,,,0000,10/09/2014,18/10/2010,,28,ICBC (EUROPE),S,INDUSTRIAL AND COMMERCIAL BANK OF  CHINA (EUROPE) S.A.,32 BOULEVARD ROYAL,L-2440 LUXEMBOURG,,,,,12,,INDUST.COMMERC. BANK CHINA (EUROPE),ICBC (EUROPE),LU,CAMBIO DE DOMICILIO,,,D,,0000,,ICBKESM1XXX
SECC,1539,140000,"BIGBANK AS CONSUMER FINANCE, S.E.","BIGBANK AS CONSUMER FINANCE, SUCURSAL EN ESPAÑA",,W0531072G,AV,GENERAL PERON,27,PLANTA 3,28020,MADRID,,ES,,0911401924,,0912180119,INFO@BIGBANK.ES,,,0000,07/04/2017,19/01/2011,,28,,N,BIGBANK AS,RüüTLI 23,51006 TARTU,,,,,12,,"BIGBANK AS CONSUMER FINANCE, S.E.",BIGBANK AS CONS,EE,CAMBIO DE DOMICILIO,,,D,,0000,,
SECC,1541,140000,"ATTIJARIWAFA BANK EUROPE, S.E.","ATTIJARIWAFA BANK EUROPE, SUCURSAL  EN ESPAÑA",,W0017314F,CL,BRAVO MURILLO,210,,28020,MADRID,,ES,,0915632775,,0915643420,,,,0000,27/04/2011,27/04/2011,,28,,N,ATTIJARIWAFA BANK EUROPE S.A.,6 RUE CHAUCHAT,PARIS,,,,,12,,"ATTIJARIWAFA BANK EUROPE, S.E.",ATTIJARIWAFA BA,FR,ALTA,,,A,,0000,,BCMAESM1XXX
SECC,1542,140000,"J.P. MORGAN SECURITIES PLC, S.E.","J.P. MORGAN SECURITIES PLC, SUCURSAL EN ESPAÑA",,W0068121C,PS,DE LA CASTELLANA,31,,28046,MADRID,,ES,,0915161200,,0915161616,,,,0000,10/01/2017,01/07/2011,,28,,N,J.P. MORGAN SECURITIES PLC,25 BANK STREET                                                   CANARY WHARF,LONDON E14 5JP,,,,,12,,"J.P. MORGAN SECURITIES PLC, S.E.",J.P. MORGAN SEC,GB,,,,,,0000,,
SECC,1543,140000,"COFIDIS, S.A. SUCURSAL EN ESPAÑA","COFIDIS, S.A. SUCURSAL EN ESPAÑA",,W0017686G,PZ,DE LA PAU,S/N,"EDIFICIO WTC, AP1",8940,CORNELLA DE LLOBREGAT,BARCELONA,ES,,0902308030,,0934183057,WWW.COFIDIS.ES,,,0000,11/01/2012,11/01/2012,,08,,N,COFIDIS,61 AVENUE HALLEY                                                 PARC DE LA HAUTE BORNE,59866 VILLENEUVE DþASCQ,LILLE,,,,09,,"COFIDIS, S.A. SUCURSAL EN ESPAÑA","COFIDIS,S.A.,SE",FR,ALTA,,,A,,8796,,
SECC,1545,140000,"CA INDOSUEZ WEALTH (EUROPE), S.E.","CA INDOSUEZ WEALTH (EUROPE), SUCURSAL EN ESPAÑA",,W0182904C,PS,DE LA CASTELLANA,1,,28046,MADRID,,ES,,0913109910,,0913109901,,,,0000,28/05/2018,13/08/2012,,28,,N,CA INDOSUEZ WEALTH (EUROPE),"39, ALLEE SCHEFFER",L-2520 LUXEMBOURG,,,,,12,,"CA INDOSUEZ WEALTH (EUROPE), S.E.",CA INDOSUEZ WEA,LU,,,,,,0000,,AGRIESMMXXX
SECC,1546,140000,"CNH INDUSTRIAL CAPITAL EUROPE, S.A.S., S.E.","CNH INDUSTRIAL CAPITAL EUROPE, S.A.S., SUCURSAL EN ESPAÑA",,W0018143H,CL,ESTRELLA DENEBOLA,8,"PL. 3, LETRA A",28045,MADRID,,ES,,0902702762,,0901022393,,,,0000,10/01/2018,19/10/2012,,28,,N,"CNH INDUSTRIAL CAPITAL EUROPE, S.A.S.",12 RUE DU PORT,92000 NANTERRE,FRANCE,,,,12,,CNH INDUSTRIAL CAPITAL EUROPE,CNH INDUSTRIAL,FR,CAMBIO DE DENOMINACION,,,N,,0000,,
SECC,1547,140000,"LOMBARD ODIER (EUROPE), S.A., SUCURSAL EN ESPAÑA","LOMBARD ODIER (EUROPE), S.A., SUCURSAL EN ESPAÑA",,W0183168D,PS,DE LA CASTELLANA,66,PL. 4,28046,MADRID,,ES,,0917902900,,0917902901,WWW.LOMBARDODIER.COM,,,0000,23/07/2013,23/07/2013,,28,,N,LOMBARD ODIER (EUROPE) S.A.,"5, ALLÉE SCHEFFER",L-2520 LUXEMBOURG,,35227785000,35227785001,C.VERBRUGGE@LOMBARDODIER.COM,12,,"LOMBARD ODIER (EUROPE), S.A., S.E.",LOMBARD ODIER,LU,ALTA,,,A,,0000,,
SECC,1548,140000,"DELL B. INT. DESIGNATED ACT. CO., S.E.","DELL BANK INTERNATIONAL DESIGNATED ACTIVITY COMPANY, SUCURSAL EN ESPAÑA",,W0072623B,CL,RIBERA DEL LOIRA,8,EDIFICIO DELL EMC,28042,MADRID,,ES,,0917229200,,0917229583,WWW.DELL.ES,,,0000,09/01/2018,24/09/2013,,28,,N,DELL BANK INTERNATIONAL DESIGNATED ACTIVITY COMPANY,"INNOVATION HOUSE, CHERRYWOOD SCIENCE & TECHNOLOGY PARK, CHERRYWOOD","DUBLIN 18, IRELAND",,353868287270,,,12,,DELL B. INT. DESIGNATED ACT. CO.,DELL B. INT. DE,IE,CAMBIO DE DOMICILIO,,,D,,0000,,
SECC,1550,140000,"BANCA POPOLARE ETICA SCPA, SUCURSAL EN ESPAÑA","BANCA POPOLARE ETICA SOCIEDAD COOPERATIVA PER AZIONI, SUCURSAL EN ESPAÑA",,W0055755C,CL,SANTA MARÍA,9,,48005,BILBAO,BIZKAIA,ES,,0944153496,,0944154286,,,,0000,15/07/2014,15/07/2014,,48,,N,BANCA POPOLARE ETICA SOCIEDAD COOPERATIVA PER AZIONI,"VIA NICCOLO TOMMASEO, 7",PADOVA,,,,,16,,"BANCA POPOLARE ETICA SCPA, SE",BANCA POPOLARE,IT,ALTA,,,A,,0000,,
SECC,1551,140000,SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED,"SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED, SUCURSAL EN ESPAÑA",,W8264994H,CL,PEDRO TEIXEIRA,8,PLANTA 4ª. EDIFICIO IBERIA MART I,28020,MADRID,,ES,,0915766196,,0915777525,,,,0000,28/03/2016,09/12/2014,,28,,N,SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED,99 QUEEN VICTORIA STREET,LONDON EC4V 4EH,,,,,12,,SUMITOMO MITSUI BANKING CORPORATION,SUMITOMO MITSUI,GB,CAMBIO DE DOMICILIO,,,D,,0000,,
SECC,1552,140000,"MIRABAUD & CIE (EUROPE) S.A., SUCURSAL EN ESPAÑA","MIRABAUD & CIE (EUROPE) S.A., SUCURSAL EN ESPAÑA",,W0183864H,CL,FORTUNY,6,2ª PLANTA,28010,MADRID,,ES,,0917937800,,0917937830,www.mirabaud.com,,,0000,17/12/2014,17/12/2014,,28,,N,MIRABAUD & CIE (EUROPE) S.A.,"AVENUE DE LA LIBERTÉ, 25",L-1931 LUXEMBURGO,,,,,12,,MIRABAUD & CIE (EUROPE) SA SE,MIRABAUD & CIE,LU,ALTA,,,A,,0000,,
SECC,1553,140000,"CHINA CONSTRUCTION BANK (EUROPE), S.A., S.E.","CHINA CONSTRUCTION BANK (EUROPE), S.A., SUCURSAL EN ESPAÑA",,W0184063F,AV,DIAGONAL,640,5ª PLANTA,8017,BARCELONA,BARCELONA,ES,,0932287802,,0932287899,,,,0000,11/01/2018,13/03/2015,,08,CHINA CONSTRUCTION BANK,S,CHINA CONSTRUCTION BANK (EUROPE) S.A,"1, BOULEVARD ROYAL",L-2449,LUXEMBURGO,352 286688,352 28668801,HTTP://EU.CCB.COM/EUROPE/EN/INDEX. HTML,09,,CHINA CONSTRUCTION BANK (EUROPE),CHINA CONSTRUCT,LU,,,,,5493007QRSX9DS2CM858,0000,,
SECC,1554,140000,"BANCA FARMAFACTORING SPA, SUCURSAL EN ESPAÑA","BANCA FARMAFACTORING SPA, SUCURSAL EN ESPAÑA",,W0056035I,CL,LUCHANA,23,,28010,MADRID,,ES,,0912102159,,0915916521,http//www.bancafarmafactoring.it    http://www.cuentafacto.es,,,0000,20/09/2017,11/05/2015,,28,,N,BANCA FARMAFACTORING SPA,"VIA DOMENICHINO, 5",MILANO,20149,,,,12,,"BANCA FARMAFACTORING SPA, S.E.",BANCA FARMAFACT,IT,,,,,,0000,,
SECC,1555,140000,"CM-CIC BAIL, SUCURSAL EN ESPAÑA","CM-CIC BAIL, SUCURSAL EN ESPAÑA",,W0010286C,CL,CLAUDIO COELLO,123,,28006,MADRID,MADRID,ES,,0914365863,,,www.cm-cic-bail.com,,,0000,16/03/2018,08/09/2015,,28,,N,CM-CIC BAIL,17 BIS PLACE DES REFLETS TOUR D2,NANTERRE,92000,+33.1.44584242,,,12,,"CM-CIC BAIL, SUCURSAL EN ESPAÑA","CM-CIC BAIL, S.",FR,,,,,,0000,,
SECC,1557,140000,"UNICREDIT, S.P.A., SUCURSAL EN ESPAÑA","UNICREDIT, S.P.A., SUCURSAL EN ESPAÑA",,W0056231D,CL,MIGUEL ANGEL,11,,28010,MADRID,MADRID,ES,,,,,,,,0000,11/05/2016,20/01/2016,,28,,N,"UNICREDIT, S.P.A.","VIA ALESSANDRO SPECCHI, 16",ROMA,,,,,12,,"UNICREDIT, S.P.A., S.E.","UNICREDIT, S.P.",IT,CAMBIO DE DOMICILIO,,,D,,0000,,
SECC,1558,140000,"RBC EUROPE LIMITED, SUCURSAL EN ESPAÑA","RBC EUROPE LIMITED, SUCURSAL EN ESPAÑA",,W8266662I,CL,SERRANO,1,PL. 2ª,28001,MADRID,,ES,,0910389101,,,,,,0000,21/06/2016,21/06/2016,,28,,N,RBC EUROPE LIMITED,"RIVERBANK HOUSE, 2 SWAN LANE",LONDON,EC4R 3BF,442076534351,,,12,,"RBC EUROPE LIMITED, S.E.",RBC EUROPE LIMI,GB,ALTA,,,A,,0000,,
SECC,1559,140000,"MIZUHO BANK EUROPE N.V., SUCURSAL EN ESPAÑA","MIZUHO BANK EUROPE N.V., SUCURSAL EN ESPAÑA",,W0039815F,CL,ORENSE,34,PLANTA 6. EDIFICIO IBERIA MART II,28020,MADRID,MADRID,ES,,0915982905,,0917702333,,,,0000,31/03/2017,02/01/2017,,28,,N,MIZUHO BANK EUROPE N.V.,"APOLLOLAAN 171, 1077 AS",AMSTERDAM,,,,,12,,"MIZUHO BANK EUROPE N.V., S.E.",MIZUHO BANK EUR,NL,CAMBIO DE DENOMINACION,,,N,,0000,,
SECC,1560,140000,"YOUNITED, SUCURSAL EN ESPAÑA","YOUNITED, SUCURSAL EN ESPAÑA",,W2500913E,CL,CARRER DE LA CARAVEL.LA LA NIÑ,12,,8017,BARCELONA,,ES,,0934457919,,,http://younited-credit.es,,,0000,06/03/2017,06/03/2017,,08,,N,YOUNITED,24 RUE DROUOT,PARIS,75009,,,,09,,"YOUNITED, SUCURSAL EN ESPAÑA","YOUNITED, S.E.",FR,ALTA,,,A,,0000,,
SECC,1561,140000,"NATIONAL WESTMINSTER BANK PLC, SUCURSAL EN ESPAÑA","NATIONAL WESTMINSTER BANK PLC, SUCURSAL EN ESPAÑA",,W8267716B,PS,DE LA CASTELLANA,60,,28046,MADRID,MADRID,ES,,0914189289,,,,,,0000,08/05/2017,08/05/2017,,28,,N,NATIONAL WESTMINSTER BANK PLC,135 BISHOPSGATE,LONDRES,EC2M 3UR,,,,12,,"NATWEST BANK, PLC, S. E.","NATWEST BANK, P",GB,ALTA,,,A,,0000,,
SECC,1562,140000,"ADYEN B.V., SUCURSAL EN ESPAÑA","ADYEN B.V., SUCURSAL EN ESPAÑA",,W0030359D,PS,DE LA CASTELLANA,43,,28046,MADRID,,ES,,0911980250,,,,,,0000,12/04/2018,14/11/2017,,28,,N,ADYEN B.V.,"SIMON CARMIGGELTSTRAAT, 6, 1011 DJ",AMSTERDAM,,,,,12,,"ADYEN B.V., SUCURSAL EN ESPAÑA","ADYEN B.V., S.E",NL,CAMBIO DE DOMICILIO,,,D,,0000,,
SECC,1563,140000,"N26 BANK GMBH, SUCURSAL EN ESPAÑA","N26 BANK GMBH, SUCURSAL EN ESPAÑA",,W2765098E,CL,DE MANZANARES,4,,28005,MADRID,,ES,,,,,,,,0000,09/10/2018,27/09/2018,,28,,N,N26 BANK GMBH,"KLOSTERSTRASSE, 62",BERLIN,10179,+4917680627337,,WWW.N26.COM,12,,"N26 BANK GMBH, SUCURSAL EN ESPAÑA","N26 BANK GMBH,",DE,ALTA,,,A,,0000,,
SECC,1564,140000,"GOLDMAN SACHS AG, SUCURSAL EN ESPAÑA","GOLDMAN SACHS AG, SUCURSAL EN ESPAÑA",,W2765172H,CL,MARIA DE MOLINA,6,5ª PLANTA,28006,MADRID,,ES,,0917006000,,,WWW.GOLDMANSACHS.COM,,,0000,22/10/2018,22/10/2018,,28,,N,GOLDMAN SACHS AG,FRIEDRICH-EBERT-ANLAGE 49 (MESSETURM),FRANKFURT AM MAIN,60308,,,,12,,"GOLDMAN SACHS AG, SUCURSAL ESPAÑA",GOLDMAN SACHS A,DE,ALTA,,,A,,0000,,
SECE,0151,150000,"JPMORGAN CHASE BANK NATIONAL ASSOCIATION, S.E.","JPMORGAN CHASE BANK NATIONAL ASSOCIATION, SUCURSAL EN ESPAÑA",,W4001407H,PS,DE LA CASTELLANA,31,,28046,MADRID,,ES,,0915161200,,0915161616,,,,0000,28/09/2015,16/05/1979,,28,,N,JPMORGAN CHASE BANK NATIONAL       ASSOCIATION,"270 PARK AVENUE, PISO 35, NUEVA YORK",NUEVA YORK,,,,,12,,JPMORGAN CHASE BANK NAT. ASSOC.S.E,JPMORGAN CHASE,US,CAMBIO DE DOMICILIO,,,D,,0000,,CHASESM3XXX
SECE,0169,150000,"BANCO DE LA NACION ARGENTINA, S.E.","BANCO DE LA NACION ARGENTINA, SUCURSAL EN ESPAÑA",,W5281004A,CL,NUÑEZ DE BALBOA,73,,28001,MADRID,,ES,,0915763703,,0915766142,,,,0000,24/04/2009,04/03/1983,,28,,N,BANCO DE LA NACION ARGENTINA,"BARTOLOME MITRE, 326",1036 BUENOS AIRES,,,,,12,,"BANCO DE LA NACION ARGENTINA, S.E.",NACION ARGENT.,AR,,,,W,,0000,,NACNESMMXXX
SECE,1460,150000,"CREDIT SUISSE AG, S.E.","CREDIT SUISSE AG, SUCURSAL EN ESPAÑA",,A81956856,CL,AYALA,42,,28001,MADRID,,ES,,0917916000,,0917916010,WWW.CREDIT-SUISSE.COM,,,0000,30/11/2009,25/03/1998,,28,,N,"CREDIT SUISSE, AG","PARADEPLATZ, 8",8001 ZURICH,,,,,12,,"CREDIT SUISSE AG, S.E.",CREDIT SUISSE,CH,CAMBIO DE DENOMINACION,,,N,,0000,,CRESESMMXXX
OR,1234,90000,BANCO DE LA PROVINCIA DE BUENOS AIRES,OFICINA DE REPRESENTACION EN ESPAÑA DE BANCO DE LA PROVINCIA DE BUENOS  AIRES,,N5281056A,PS,DE LA CASTELLANA,91,PL. 4 - 1,28046,MADRID,,ES,,0917000776,,0913915947,,,,0000,28/07/2016,16/11/1995,,28,,N,BANCO DE LA PROVINCIA DE BUENOS    AIRES,"SAN MARTIN, 137",1004 CAPITAL FEDERAL,,541143470000,,,12,,BANCO PROVINCIA DE BUENOS AIRES,BUENOS AIRES,AR,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1236,90000,LANDESBANK HESSEN-THUERINGEN GIROZENTRALE,OFICINA DE REPRESENTACION EN ESPAÑA DE LANDESBANK HESSEN-THUERINGEN GIROZENTRALE,,N0041815B,CL,GENERAL CASTAÑOS,4,BAJO DCHA.,28004,MADRID,,ES,,0913911004,,0913911132,,,,0000,01/01/2009,01/12/1995,,28,,N,LANDESBANK HESSEN-THUERINGEN       GIROZENTRALE,JUNGHOFSTRASSE 18-26,60297 FRANKFURT/MAIN,,496913201,,,12,,LANDESBANK HESSEN-THUERINGEN GIROZ.,LANDESBANK,DE,,,,W,,0000,,
OR,1246,90000,"PRIMER B. AH. Y PREST. VIV. FAM., S.A. (VIVIBANCO)","OFICINA DE REPRESENTACION EN ESPAÑA DE PRIMER BANCO AHORRO Y PRESTAMO VIVIENDA FAMILIAR, S.A. (VIVIBANCO)",,N4161003A,AV,GRAN VIA CARLOS III,94,"PL. 5, 1 - ED. TRADE",8028,BARCELONA,,ES,,0934900847,,0933397801,,,,0000,01/01/2009,21/01/1999,,08,VIVIBANCO,S,"PRIMER BANCO AHORRO Y PRESTAMO     VIVIENDA FAMILIAR, S.A. (VIVIBANCO)","6 AVENIDA 12-98, ZONA 9",CIUDAD DE GUATEMALA,,005023609946,,,09,,"PRIMER B. A. P. V. F.,SA(VIVIBANCO)",VIVIBANCO,GT,,,,W,,0000,,
OR,1249,90000,NORWICH AND PETERBOROUGH BUILDING SOCIETY,OFICINA DE REPRESENTACION EN ESPAÑA DE NORWICH AND PETERBOROUGH BUILDING SOCIETY,,B11461936,CL,PIRANDELLO,16,PL 5,29010,MALAGA,MALAGA,ES,,0952345400,,0952348656,,,,0000,31/07/2007,12/07/1999,,29,,N,NORWICH AND PETERBOROUGH BUILDING  SOCIETY,PETERBOROUGH BUSINESS PARK - LYNCH WOOD,PE2 6WR PETERBOROUGH,,441733372372,,,01,,NORWICH AND PETERBOROUGH BUILDING S,NORWICH,GB,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1251,90000,PRIVATBANK IHAG ZURICH,OFICINA DE REPRESENTACION EN ESPAÑA DE PRIVATBANK IHAG ZÜRICH,,N0391069B,AV,CLEMENTE DIAZ RUIZ,10,,29640,FUENGIROLA,MALAGA,ES,,0952466568,,0952469470,,,,0000,12/01/2007,20/08/1999,,29,,N,PRIVATBANK IHAG ZÜRICH,"BLEICHERWEG, 18",CH-8022 ZURICH,,4112051504,4112051525,,01,,PRIVATBANK IHAG ZURICH,PRIVATBANK IHAG,CH,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1255,90000,AAREAL BANK AG,OFICINA DE REPRESENTACION EN ESPAÑA DE AAREAL BANK AG,,N0042512D,CL,MARIA DE MOLINA,40,PL. 4,28006,MADRID,,ES,,0915902420,,0915902436,,,,0000,02/12/2013,03/08/2000,,28,,N,AAREAL BANK A.G.,"PAULINENSTRASSE, 15",65189 WIESBADEN,,496113480,496113482549,,12,,AAREAL BANK AG,AAREAL BANK AG,DE,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1267,90000,NYKREDIT REALKREDIT A/S,OFICINA DE REPRESENTACION EN ESPAÑA DE NYKREDIT REALKREDIT A/S,,N0081361H,,"CENTRO COMERCIAL PLAZA, LOCAL",26,,29660,NUEVA ANDALUCIA - MARBELLA,MALAGA,ES,,0952905150,,0952818528,,,,0000,14/09/2004,14/09/2004,,29,,N,NYKREDIT REALKREDIT A/S,KALVEBOD BRYGGE 1-3,DK-1789 COPENHAGUE,,00 45 33421000,004533421507,,01,,NYKREDIT REALKREDIT A/S,NYKREDIT,DK,ALTA,,,A,,0000,,
OR,1293,90000,"BANQUE INTERNATIONALE POUR LE MALI, S.A.","OFICINA DE REPRESENTACION EN ESPAÑA DE BANQUE INTERNATIONALE POUR LE MALI, S.A.",,W2321004J,CL,RONDA DE SEGOVIA,42,,28005,MADRID,,ES,,0652539821,,,,,,0000,01/01/2009,05/08/2008,,28,BIM SA,S,"BANQUE INTERNATIONALE POUR LE      MALI, S.A.",BOULEVARD DE L'INDEPENDANCE B.P. 15,BAMAKO,,223 2225066,223 2224566,,12,,"BANQUE INTERNATIONALE POUR MALI,SA",BIM SA,ML,,,,W,,0000,,
OR,1294,90000,"BANCO GANADERO, S.A.","OFICINA DE REPRESENTACION EN ESPAÑA DE BANCO GANADERO, S.A.",,W5161047E,CL,ORENSE,85,,28020,MADRID,,ES,,0915006790,,,,,,0000,16/03/2010,24/11/2008,,28,,N,"BANCO GANADERO, S.A.","CL BOLIVAR, 99 ESQUINA BENI",SANTA CRUZ DE LA SIERRA,,(591-3)3361616,(591-3)3361617,,12,,"BANCO GANADERO, S.A.",BANCO GANADERO,BO,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1295,90000,"PAYPAL (EUROPE) S.Á.R.L. Y CIE, S.C.A.","OFICINA DE REPRESENTACION EN ESPAÑA DE PAYPAL (EUROPE) S.Á.R.L. Y CIE,  S.C.A.",,N0181894G,PZ,PABLO RUIZ PICASSO,1,PLANTA 13. TORRE PICASSO,28020,MADRID,,ES,,0917901000,,0917901095,,,,0000,10/10/2017,28/11/2008,,28,,N,"PAYPAL (EUROPE) S.Á.R.L. Y CIE,    S.C.A.","22-24 BOULEVARD ROYAL, L-2449",LUXEMBURGO,,35226639100,35226639250,,12,,"PAYPAL (EUROPE) S.Á.R.L. Y CIE, S.C",PAYPAL (EUROPE),LU,CAMBIO DE DOMICILIO,,,D,,0000,,
